Code client;Nom client;adresse livraison
004067;LA CAVE SOMAINOISE;ITM SOMAIN, 59490 SOMAIN
096711;ZHANGZHOU TAIWANESE INVESTMENT;JAMES WATTSTRAAT 2, 3261 MB OUD-BEIJERLAND
004337;AMICALE AUDOMAROISE MUSICALE;JARDIN PUBLIC, 62500 ST OMER
004106;OPPA CANTINE;JLW EONNI, 80000 AMIENS
056455;DNA DISTRIBUTION;KAMINDA NIKEL Z/N, 00000 WILLEMSTAD
090107;BRASSERIE BELLHEIMER;KARL-SILBERNAGEL-STR. 20 - 22, 76756 BELLHEIM
056452;PILOT D&S SP. Z.O.O. SP.K.;KOOLDREFF 7, 4703 ROSENDAAL
200794;MAISON DE PIERRE;L'AS DE LICQUES, 62380 BOUVELINGHEM
003460;COMITE DES ANIMATIONS AUCHY AU BOIS;LA MAIRIE, 62190 AUCHY AU BOIS
003993;COMITE DES FETES MAZINGHEM;LA MAIRIE, 62120 MAZINGHEM
001328;VH BIERES BELGES - HAECK VINCENT;LA MONTAGNE, 60190 ARSY
092409;CDM INTERNATIONAL B.V.;LAAGLANDSEWEG 35 KD VUREN NL, 00000 HO CHI MINH CITY
855180;CARREFOUR FRANCE;LE PARC DES BELIERS, 62117 BREBIERES
099213;BROUWERIJ HEDONIS;LEPELSTRAAT 20+, 9660 MICHELBEKE (BRAKEL)
004563;INTERMARCHE EU;LES PRES SALES, 76260 EU
061584;BAUDELET METAUX;LIEU DIT LES PRAIRIES, 59173 BLARINGHEM
067709;BAUDELET SAS;LIEU DIT LES PRAIRIES, 59173 BLARINGHEM
004540;CAMPING DE LA PLAGE;LIEU-DIT LES HEMMES, 62730 MARCK
004642;CAP DES TERRITOIRES HAUTS DE FRANCE;LIEU-DIT PREMIER PONT, 59360 LE CATEAU CAMBRESIS
003809;CAP DES TERRITOIRES HAUTS DE FRANCE;MAIRIE DE HELLEMMES, 59260 HELLEMMES LILLE
003811;CAP DES TERRITOIRES HAUTS DE FRANCE;MAIRIE DE HELLEMMES, 59260 HELLEMMES LILLE
003408;CONSEIL DEPARTEMENTAL DU PAS DE CALAIS;MDADT DU MONTREUIL TERNOIS, 62140 MARCONNELLE
201178;EPDSAE - IME LA ROSERAIE;MR MICHEL SACHY, 59000 LILLE
003015;SWEET FLAMINGO;MUSEE HISTOIRE, 59000 LILLE
200096;C. H. DE SAMBRE AVESNOIS;NOUVEL HOPITAL, 59600 MAUBEUGE CEDEX
095551;VARESA N.V. SA;ONDERNEMERSSTRAAT 32, 3920 LOMMEL
094117;CARGOMOVE SAS;P.A. DU BOIS VERT, 31120 PORTET SUR GARONNE
097771;CEA TRADING B.V.;PAR LE PORT DE ZEEBRUGGE,  XIAMEN
003271;SIVOM COMMUNAUTE BRUAYSIS;PARC D'ACTIVITE BRUNEHAUT, 62470 CALONNE RICOUART
003926;OPALE COLOR;PARC D'ACTIVITES, 62170 ST JOSSE
058150;KUEHNE & NAGEL ROAD;PARC D'ACTIVITES DES ESCARDALLES, 62129 CLARQUES
004565;CAVESAVEURS SAS;PARC DU MOULIN, 62660 BEUVRY
003919;PROMOCASH SARCELINE ( DIEPPE);PARC EUROCHANNEL, 76370 NEUVILLE LES DIEPPE
002204;LA CHARLOTTE;PARC PAYSAGER DE LANDACRES, 62360 HESDIN L ABBE
002243;LES TOURELLES - BERNARD RICHELLE;PART LA RUE DE L'EGLISE, 80550 LE CROTOY
000907;VILLE DE FORT MARDYCK;PARVIS NELSON MANDELA, 59430 FORT MARDYCK
302213;DE BIERSCHUUR;PASTOOR CORREMANSSTRAAT 7, B1702 GROOT BIJAGAARDEN ( BELGIQUE )
001572;VILLE DE CALAIS- THEATRE MUNICIPAL;PLACE ALBERT 1ER, 62100 CALAIS
040141;AUBERGE DE LA FORET - MR YVES MARTIN;PLACE AMAURY LA GRANGE, 59190 LA MOTTE AU BOIS MORBECQUE
852263;MAIRIE AUCHEL;PLACE ANDRE MANCEY, 62260 AUCHEL
852255;MAIRIE AUCHEL MANIF DIVERSES;PLACE ANDRE MANCEY, 62260 AUCHEL
003417;LA FABRIK DU BIZARRE;PLACE BEAULIEU, 59160 LOMME
201177;VILLE DE DUNKERQUE;PLACE CHARLES VALENTIN, 59386 DUNKERQUE CEDEX 1
003454;VILLE DE CALAIS-DIRECT DES RESS FINANC;PLACE D'ARMES, 62100 CALAIS
004662;CAP DES TERRITOIRES HAUTS DE FRANCE;PLACE DE L'ABATTOIR, 59330 HAUTMONT
004731;POLE INTERNATIONAL DE LA MARIONNETTE;PLACE DE L'EGLISE SAINT REMI, 08000 CHARLEVILLE MEZIERES
201225;EPDSAE IRPA RONCHIN;PLACE DE L'EPEE, 59790 RONCHIN
002705;ATOUTIME - GAMM VERT AULNOYE AYMERIES;PLACE DE L'HOTEL DE VILLE, 59620 AULNOYE AYMERIES
001136;GROUPE AHNAC;PLACE DE LA 4EME REPUBLIQUE, 62590 OIGNIES
201210;C.H. VALENCIENNES;PLACE DE LA CONCORDE, 59300 VALENCIENNES
002476;ATOUTIME - GAMM VERT AUXI 070;PLACE DE LA GARE, 62390 AUXI LE CHATEAU
099182;HERAULT;PLACE DE LA LIBERATION, 62575 BLENDECQUES
004455;CLUB MOTO LES VADROUILLEURS;PLACE DE LA MAIRIE, 62122 LAPUGNOY
002176;MAIRIE DE DAINVILLE;PLACE DE LA MAIRIE, 62000 DAINVILLE
004266;VILLE DE BERGUES;PLACE DE LA REPUBLIQUE, 59380 BERGUES
002431;ATOUTIME - PRISE DIRECT ARRAS 2701;PLACE DE LA VACQUERIE, 62000 ARRAS
003831;AMICALE PERSONNEL COMMUNAL DIVION;PLACE DES MARTYRS, 62460 DIVION
001782;VILLE DE DUNKERQUE;PLACE DES MARTYRS DE LA RESISTANCE, 59140 DUNKERQUE
003441;VILLE DE BETHUNE - MAIRIE;PLACE DU 4 SEPTEMBRE 1944, 62400 BETHUNE
001571;VILLE DE CALAIS-DIRECT DES RESS FINANC;PLACE DU SOLDAT INCONNU, 62100 CALAIS
002063;VILLE DE DUNKERQUE-MAIRIE DE MARDYCK;PLACE DU VILLAGE, 59279 MARDYCK
002073;VILLE DE DUNKERQUE-MAIRIE ANNEX. MALO;PLACE FERDINAND SCHIPMAN, 59240 MALO LES BAINS
003359;VILLE DE LIEVIN;PLACE GAMBETTA, 62800 LIEVIN
003648;VILLE DE BETHUNE - MAIRIE;PLACE GEORGES CLEMENCEAU, 62400 BETHUNE
004348;COMMUNAUTE AGGLOMERATION BETHUNE BRUAY;PLACE JEAN JAURES, 62330 ISBERGUES
056873;CHEZ GUSTIN - MME ANQUEZ;PLACE L'EGLISE, 62260 CAUCHY A LA TOUR
001660;CENTRE HOSPITALIER ARROND. MONTREUIL;PLACE STE AUSTREBERTHE, 62170 MONTREUIL
003662;OH SAINT PIERRE;POINT SAINT PIERRE, 62136 LA COUTURE
007887;WAVINO;POLE EUREKA 63 A6, 59470 WORMHOUT
040593;LES 3 BRASSEURS MME BLANCKAERT DUNKERQUE;POLE MARINE, 59140 DUNKERQUE
003802;OCINE DUNKERQUE;POLE MARINE, 59140 DUNKERQUE
009144;GWADA VINS;PORT 4939 / BAT A1 - OUDALLE, 00000 
001168;CONSEIL DEPARTEMENTAL DU PAS DE CALAIS;PORTE 3, 62000 ARRAS
080105;KROMBACHER BRASSERIE;POSTFASH 760, 57215 KREUZTAL
080120;HAACHT SA BRASSERIE;PROVINCIESTEENWEG 28, B3190 BOORTMEERBEEK
002588;CENTRE HOSPITALIER D'AIRE SUR LA LYS;QUAI DES BATELIERS, 62120 AIRE SUR LA LYS
004577;LES SIRENES;QUARTIER DE CAVALIERE, 83980 LE LAVANDOU
004315;AUCHAN HYPERMARCHE SAS;RD 121, 59720 LOUVROIL
852378;LE RELAIS DE LA DILIGENCE;RD 939, 62161 DUISANS
004633;ASSO FAMILLES&AMIS ECOLE VIOLETTE;RD111, 80860 NOYELLES SUR MER
002466;ATOUTIME - GAMM VERT HERLIN LE SEC 045;RD916 ZAC DES MOULINS, 62130 HERLIN LE SEC
080112;BRASSERIE THE MUSKETEERS;REEPSTRAAT 208, B9170 SINT GILLIS WAAS ( BELGIQUE )
061384;COURCELLE LYSIANE PART.;RESIDENCE MARCEL CACHIN, 62190 LILLERS
062158;TRANS INTER;RN 42, 62500 TATINGHEM
003370;LE CARRE ST MARTIN BAR-RESTO-BOWLING;RN 43, 62500 SAINT MARTIN LEZ TATINGHEM
004469;CARREFOUR LENS 2;RN47 ROUTE DE LA BASSEE, 62880 VENDIN LE VIEIL
622228;J&M FORWARDING B.V.;ROERDOMPSINGEL 12, 3281 JH NUMANSDORP
003269;MAIRIE DE LOON PLAGE;ROND POINT DE LA VÈME REPUBLIQUE, 59279 LOON PLAGE
002701;ATOUTIME - GAMM VERT ALBERT 144;ROUTE D'AVELUY, 80300 ALBERT
030071;PRODUCTEURS DE PLAIMONT;ROUTE D'ORTHEZ, 32400 RISCLE
002475;ATOUTIME - GAMM VERT WORMOUTH 177;ROUTE DE BERGUES, 59470 WORMHOUT
004265;LES JARDINS DU LOUVRES LENS;ROUTE DE BETHUNE, 62750 LOOS EN GOHELLE
002146;CENTRE HOSPITALIER ST OMER;ROUTE DE BLENDECQUES, 62570 HELFAUT
200887;COLLEGE ET LYCEE LA MALASSISE;ROUTE DE BLENDECQUES, 62968 LONGUENESSE CEDEX
001152;CORA ST QUENTIN - SOM;ROUTE DE BOHAIN, 02100 ST QUENTIN
002731;ATOUTIME - GAMM VERT ETAPLES 014;ROUTE DE BOULOGNE, 62630 ETAPLES
004471;CARREFOUR MARKET ETAPLES;ROUTE DE BOULOGNE, 62630 ETAPLES
000886;COLLEGE PABLO NERUDA;ROUTE DE BREBIERES, 62490 VITRY EN ARTOIS
002436;ATOUTIME - GAMM VERT CAMP LES HESDIN 153;ROUTE DE BUIRE, 62870 CAMPAGNE LES HESDIN
002700;ATOUTIME - GAMM VERT AIX NOULETTE 02;ROUTE DE BULLY, 62160 AIX NOULETTE
001343;CENTRE HOSPITALIER DE DOUAI;ROUTE DE CAMBRAI, 59507 DOUAI CEDEX
200787;CENTRE HOSPITALIER DE DOUAI;ROUTE DE CAMBRAI, 59500 DOUAI
080031;BIERES DE CHIMAY SA;ROUTE DE CHARLEMAGNE, 8, B6464 CHIMAY BAILEUX
061312;FOURNIER ALAIN;ROUTE DE CLAIRMARAIS, 62500 ST OMER
001134;GROUPE AHNAC;ROUTE DE COURRIERES, 62110 HENIN BEAUMONT
000916;CLASS TOURS LIMITED;ROUTE DE CREMAREST, 62240 DESVRES
004470;E.LECLERC - DIZY;ROUTE DE CUMIERES, 51530 DIZY
002539;ATOUTIME - GAMM VERT ST ANDRE DE L'EURE;ROUTE DE JUMELLE, 27220 ST ANDRE DE L EURE
004576;EIFFAGE ENERGIE SYSTEMES INDUS NORD;ROUTE DE L'ECLUSE WATIER, 59140 DUNKERQUE
003725;FRENCH BRANCH OF DFDS A/S;ROUTE DE LA MAISON BLANCHE, 59279 LOON PLAGE
001610;EURALYS - JDEA HAZEBROUCK;ROUTE DE LA MOTTE AU BOIS, 59190 HAZEBROUCK
001150;SARL OBIERVIN - GOURDON SAMUEL;ROUTE DE LAVAL PREVILLE, 44110 CHATEAUBRIANT
095060;DELETRE ETS SARL;ROUTE DE LUMBRES, 62380 CLETY
003468;ETS VERHAEGHE;ROUTE DE LYNCK, 59630 CAPPELLE BROUCK
002465;ATOUTIME - GAMM VERT CARVIN 142;ROUTE DE MEURCHIN, 62220 CARVIN
004573;CAP DES TERRITOIRES HAUTS DE FRANCE;ROUTE DE NOYELLES, 59113 SECLIN
002711;ATOUTIME - GAMM VERT BOOS 406;ROUTE DE PARIS, 76520 BOOS
002438;ATOUTIME - GAMM VERT GISORS 453;ROUTE DE PARIS, 27140 GISORS
001028;AUCHAN HYPERMARCHE SAS;ROUTE DE PARIS, 80000 AMIENS
004579;CAP DES TERRITOIRES HAUTS DE FRANCE;ROUTE DE RUESNES, 59530 LE QUESNOY
002479;ATOUTIME - GAMM VERT DESVRES 058;ROUTE DE SAMER, 62240 DESVRES
000958;AUCHAN HYPERMARCHE SAS;ROUTE DE VENDEVILLE, 59155 FACHES THUMESNIL
002773;ATOUTIME GAMM VERT VILLAINES /S BOIS 331;ROUTE DE VIARMES, 95570 VILLAINES SOUS BOIS
001347;INSTITUT DEPARTEMENTAL ALBERT CALMETTE;ROUTE DE WIDEHEM, 62176 CAMIERS
001133;GROUPE AHNAC;ROUTE DEPARTEMENTALE 301, 62460 DIVION
002616;FRITERIE DU STADE - SARL SEISEN DEROOST;ROUTE DEPARTEMENTALE 70, 62470 CALONNE RICOUART
001338;PARC BAGATELLE;ROUTE DEPARTEMENTALE 940, 62155 MERLIMONT
002417;ATOUTIME - GAMM VERT AIRE SUR LA LYS 66;ROUTE DEPARTEMENTALE 943, 62120 AIRE SUR LA LYS
200138;CENTRE HOSPITALIER DU PAYS D'AVESNES;ROUTE DU HAUT LIEU, 59363 AVESNES SUR HELPE
000887;AUCHAN HYPERMARCHE SAS;ROUTE NATIONALE, 59320 HAUBOURDIN
004301;AUX AMIS DE LA ROUTE;ROUTE NATIONALE, 62130 HUMIERES
850944;CIRCUIT ST POL - CROIX EN TERNOIS;ROUTE NATIONALE 39, 62130 CROIX EN TERNOIS
004324;CARREFOUR FLERS EN ESCREBIEUX;ROUTE NATIONALE 43, 59128 FLERS EN ESCREBIEUX
200969;INTERMARCHE LAMBRES LES AIRE;ROUTE NATIONALE 43, 62120 LAMBRES
201236;CENTRE HOSP. REG. UNIVERS. DE LILLE;RUE A. VERHAEGHE, 59037 LILLE CEDEX
201243;CENTRE HOSP. REG. UNIVERS. DE LILLE;RUE A. VERHAEGHE, 59037 LILLE CEDEX
201027;COLLEGE DENIS DIDEROT;RUE ALBERT CAMUS, 62000 ARRAS
201237;CENTRE HOSP. REG. UNIVERS. DE LILLE;RUE ANDRE VERHAEGHE, 59037 LILLE CEDEX
200984;LYCEE PROF. PIERRE MENDES FRANCE;RUE ANTOINE DE ST EXUPERY, 62130 ST POL SUR TERNOISE
002427;ATOUTIME - PRISE DIRECT BEAURAINS 2703;RUE ARTHUR RIMBAUD, 62217 BEAURAINS
004367;SAS BOUCHERIE MACKE;RUE ARTHUR RIMBAUD, 62217 BEAURAINS
080257;BRASSERIE DUPONT;RUE BASSE 5, 7904 TOURPES ( BELGIQUE )
001354;CENTRE HOSPITALIER DE BOULOGNE SUR MER;RUE BEAUREPAIRE, 62200 BOULOGNE SUR MER
001681;VILLE HAZEBROUCK;RUE BIEBUYCK, 59190 HAZEBROUCK
002164;VILLE HAZEBROUCK;RUE BIEBUYCK, 59190 HAZEBROUCK
200855;COLLEGE BORIS VIAN;RUE CALMETTE, 62730 MARCK EN CALAISIS
004021;ES STE CATHERINE;RUE CAMILLE COROT, 62223 STE CATHERINE
003449;GAMM VERT AIRAINES;RUE CARNOT, 80270 AIRAINES
004128;LES BETTERAVES NEVROSEES;RUE CAUMARTIN, 80000 AMIENS
200777;MAIS. RETRAITE DRONSART;RUE CESAR DRONSART, 59111 BOUCHAIN
201152;LYCEE MARIETTE;RUE CHARLES DICKENS, 62200 BOULOGNE SUR MER
001025;BASKET LE PORTEL SASP ESSM;RUE CHARLES LAMARRE, 62480 LE PORTEL
001652;CENTRE HOSPITALIER SECLIN CARVIN;RUE D APOLDA, 59471 SECLIN CEDEX
000836;GROUPE HOSPITALIER SECLIN CARVIN;RUE D APOLDA, 59471 SECLIN CEDEX
060514;LEBRIEZ BRUNO LA ROQUESTORIENNE;RUE D'AIRE, 62120 ROQUETOIRE
099020;VANUXEEM BRASSERIE;RUE D'ARMENTIERES 150, 7782 PLOEGSTREERT ( BELGIQUE )
001383;FOYER AMBROISE CROIZAT;RUE D'HELLEMMES, 62210 AVION
200587;SIVOM COMMUNAUTE BRUAYSIS;RUE D'HOUDAIN, 62620 MAISNIL LES RUITZ
631025;LEFRANCOIS PERSONNEL;RUE D'ISBERGUES, 62120 AIRE SUR LA LYS
004094;SIVOM COMMUNAUTE BRUAYSIS;RUE DE BIR HAKEIM, 62940 HAILLICOURT
451859;OSA BASKET;RUE DE BRETAGNE, 62120 AIRE SUR LA LYS
004288;AUCHAN SUPERMARCHE SAS;RUE DE DEMUIN, 80380 VILLERS BRETONNEUX
004587;CAP DES TERRITOIRES HAUTS DE FRANCE;RUE DE FLORIMOND CRESPIN, 59320 HAUBOURDIN
001872;ESAT ATELIERS ARTESIENS;RUE DE L ABATTOIR, 62310 FRUGES
000631;COLLEGE FRANCOIS MITTERRAND ARRAS;RUE DE L ABBE LEMIRE, 62027 ARRAS
000709;AUCHAN HYPERMARCHE SAS;RUE DE L ANCIENNE ROUTE NATIONALE 40, 59760 GRANDE SYNTHE
013541;COLAS FRANCE;RUE DE L ECLUSE ST BERTIN, 62500 SAINT OMER
003515;ASSO SPORTIVE FREVENTINE;RUE DE L'ABATTOIR, 62270 FREVENT
002418;ATOUTIME - GAMM VERT AIRE SUR LA LYS 11;RUE DE L'AVENIR, 62120 AIRE SUR LA LYS
002794;UTI FLANDRES-LYS;RUE DE L'ECLUSE ST BERTIN, 62500 ST OMER
004274;COMITE DES FETES ECOIVRES;RUE DE L'EGLISE, 62270 ECOIVRES
201228;O-I FRANCE SAS;RUE DE L'ELECTROLYSE, 62410 WINGLES
001737;CDADF;RUE DE L'EUROPE, 59279 CRAYWICK
004387;VICTION - MR PUERTA;RUE DE L'EUROPE, 62127 MAGNICOURT EN COMTE
098390;COMPTOIR GRANDES MARQUES;RUE DE L'HIPPODROME, 62280 ST MARTIN-BOULOGNE
050490;LYCEE ALEXANDRE RIBOT;RUE DE LA COMMUNE DE PARIS, 62500 SAINT-OMER
004628;CAP DES TERRITOIRES HAUTS DE FRANCE;RUE DE LA CONCORDE, 59125 TRITH ST LEGER
002257;VANDENBULCKE SAS;RUE DE LA CROIX, 59134 HERLIES
030040;CASTEL FRERES SAS;RUE DE LA CROIX PELERINE, 62503 SAINT MARTIN AU LAERT
002726;ATOUTIME - GAMM VERT CROISILLES 009;RUE DE LA GARE, 62128 CROISILLES
004707;CAP DES TERRITOIRES HAUTS DE FRANCE;RUE DE LA GARE, 59211 SANTES
004052;COMMUNE DE TINCQUES;RUE DE LA GARE, 62127 TINCQUES
004283;INTERMARCHE CAUDRY;RUE DE LA GARE, 59540 CAUDRY
004533;STP SERVICES;RUE DE LA GARE, 62470 CALONNE RICOUART
002631;RESTAURANT ROQUETTE;RUE DE LA HAUTE LOGE, 62136 LESTREM
001883;VEHICULES MILITAIRES DE L'ARTOIS;RUE DE LA LAMPISTERIE, 62940 HAILLICOURT
003511;NOS BELLES RESTAUREES;RUE DE LA LAWE, 62700 BRUAY LA BUISSIERE
058900;MAIRIE DE VERQUIGNEUL;RUE DE LA MAIRIE, 62113 VERQUIGNEUL
200782;CONSEIL DEPARTEMENTAL DU PAS DE CALAIS;RUE DE LA PAIX, 62018 ARRAS CEDEX 9
002454;ATOUTIME - GAMM VERT LA FOURCHE 454;RUE DE LA PEPINIERE, 76190 STE MARIE DES CHAMPS
004122;MFR/CFA VILLERS BOCAGE;RUE DE LA SABLIERE, 80260 VILLERS BOCAGE
004736;MAISON NOUVELLE SAS RESTAURANT;RUE DE LA SECHERIE, 60190 MOYVILLERS
700100;BRASSERIE BEDAGUE;RUE DE LILLE, 62120 AIRE SUR LA LYS
003583;VILLE DE BETHUNE - MAIRIE;RUE DE LILLE, 62400 BETHUNE
002502;ATOUTIME - GAMM VERT VALENCIENNES 017;RUE DE MACAREZ, 59300 VALENCIENNES
004036;AMICALE LAIQUE MAIZIERES;RUE DE PENIN, 62127 MAIZIERES
098550;TRANSGOURMET OPERATIONS;RUE DE PROVENCE, 62510 ARQUES
004356;COMMUNAUTE AGGLOMERATION BETHUNE BRUAY;RUE DE RABAT, 62400 BETHUNE
004144;COMITE REGIONAL BOXE HAUTS DE FRANCE;RUE DE REBREUVE, 62620 MAISNIL LES RUITZ
003904;EIFFAGE ENERGIE SYSTEMES INDUS NORD;RUE DE ROME, 59640 PETITE SYNTHE
000630;COLLEGE ADAM DE LA HALLE;RUE DE ROUBAIX, 62217 ACHICOURT
098234;ETS MATHIEUX;RUE DE ROUCOURT, 59169 GOEULZIN
201028;LYCEE PROF. PIERRE MENDES FRANCE;RUE DE SAINT OMER, 62700 BRUAY LA BUISSIERE
002122;TOBO ARNAUD - LE FLORNOY;RUE DE SAINT POL, 62130 CROISETTE
003548;VILLE DE BETHUNE - MAIRIE;RUE DE SCHWERTE, 62400 BETHUNE
098860;COUPEZ ET CIE RJ 24092025;RUE DE SONDEVILLE 134, 7600 PÉRUWELZ
002410;C.E.S. FERNANDE BENOIST;RUE DE THEROUANNE, 59190 HAZEBROUCK
855183;CARREFOUR FRANCE;RUE DE VAL CLAIR, 51100 REIMS
001138;GROUPE AHNAC;RUE DE VERDUN, 62217 ACHICOURT
300324;ASSURANCES PILLIOT;RUE DE WITTERNESSE, 62120 AIRE SUR LA LYS
060613;PILLIOT JACQUES;RUE DE WITTERNESSE, 62120 AIRE SUR LA LYS
200633;CENTRE HOSPIT. DE BETHUNE;RUE DELBECQUE, 62660 BEUVRY
001680;VILLE HAZEBROUCK;RUE DEPOORTER, 59190 HAZEBROUCK
190090;SAPEURS POMPIERS AIRE;RUE DES ALLIES, 62120 AIRE SUR LA LYS
001380;MAISON DE CURE MEDICALE LA MANAIE;RUE DES ALPES, 62260 AUCHEL
056600;LENSOTEL;RUE DES CANADIENS, 62680 VENDIN LE VIEIL
200538;FPA MAIRIE DE WINGLES;RUE DES CRENEAUX, 62410 WINGLES
002693;FOYER SAINT FRANCOIS;RUE DES DAMES - FACE AU CENTRE EQUESTRE, 62700 BRUAY LA BUISSIERE
000570;COMITE DES FETES DE LESPESSES-FAUQUENHEM;RUE DES ECOLES, 62190 LESPESSES
000792;CORA COUDEKERQUE BRANCHE - DUM;RUE DES FORTS, 59210 COUDEKERQUE BRANCHE
002702;ATOUTIME - GAMM VERT ANIZY 095;RUE DES FRERES LE NAIN, 02320 ANIZY LE CHATEAU
004555;BEERS AND CO BRUAY - SAS STAR- RJ 260825;RUE DES FRERES LUMIERES, 62700 BRUAY LA BUISSIERE
051011;GOLF D'OLHAIN;RUE DES GARINELLES, 62150 HOUDAIN
201105;C.C.A.S. DE BERCK;RUE DES GROGNARDS, 62600 BERCK
201104;SSIAD DE BERCK;RUE DES GROGNARDS, 62600 BERCK
080016;BELGIUM BEER EXPORT SA;RUE DES GUILLEMINS 139/9, B-4000 LIEGE
001167;CONSEIL DEPARTEMENTAL DU PAS DE CALAIS;RUE DES JOLIS CHAMPS, 62800 LIEVIN
004723;AMICALE SAPEURS POMPIERS VILLERS;RUE DES LIBERATEURS, 80260 VILLERS BOCAGE
002772;ATOUTIME GAMM VERT FAYET ST QUENTIN 079;RUE DES MARLETTES, 02100 FAYET
002547;ATOUTIME - GAMM VERT BRIONNE 418;RUE DES MARTYRS, 27800 BRIONNE
002749;ATOUTIME - GAMM VERT LILLERS 038;RUE DES MARTYRS, 62190 LILLERS
004559;CAMPING LE PREJOLY;RUE DES MOERES, 59122 HONDSCHOOTE
002708;ATOUTIME - GAMM VERT BAVAY 151;RUE DES PLATANES, 59570 BAVAY
002103;MAIRIE DE TRITH ST LEGER-ATELIER MUNICIP;RUE DES PRES (AU BORD DE L'ESCAUT), 59125 TRITH ST LEGER
003962;VILLA SENECTA;RUE DES REMPARTS, 59570 BAVAY
201168;"RESIDENCE ""TEMPS DES CERISES""";RUE DES TILLEULS, 62370 AUDRUICQ
000834;CENTRE HOSPITALIER DENAIN;RUE DESANDROUINS, 59220 DENAIN
099229;BRASSERIE VAL DE SAMBRE;RUE DIEUDONNE LEFEVRE, B1020 BRUXELLES
003878;LE NORD EST;RUE DU 08 MAI 45, 80000 AMIENS
003674;LE SUD EST - SNC PUZOW;RUE DU 08 MAI 45, 80000 AMIENS
000676;LYCEE LOUIS BLARINGHEM;RUE DU 11 NOVEMBRE, 62400 BETHUNE
200157;LYCEE CONDORCET;RUE DU 14 JUILLET, 62300 LENS
001316;EPDEF;RUE DU 19 MARS 1962, 62000 DAINVILLE
200575;GROUPE LELEU ET CIE;RUE DU 19 MARS 1962, 59770 MARLY
004258;CLUB A.L.P.H;RUE DU 1ER MAI, 62940 HAILLICOURT
001981;CCAS ARRAS;RUE DU 8 MAI 1945, 62223 STE CATHERINE
201033;COLLEGE SAINT EXUPERY;RUE DU 8 MAI 1945, 62138 DOUVRIN
200820;VILLE D'ARRAS;RUE DU 8 MAI 1945, 62223 SAINTE CATHERINE
069325;BENDRE ANTHONY;RUE DU BOIS, 62380 ACQUIN WESTBECOURT
004653;CAP DES TERRITOIRES HAUTS DE FRANCE;RUE DU BOIS DUPONT, 59540 CAUDRY
004536;CAP DES TERRITOIRES HAUTS DE FRANCE;RUE DU CHAMP DE TIR, 59400 CAMBRAI
002306;DEPARTEMENT DU NORD;RUE DU CHAMP DE TIR, 59400 CAMBRAI
004701;PRODUCTIONS DU JARDIN;RUE DU CHÂTEAU D'ISENGHIEN, 59160 LOMME
004606;CAP DES TERRITOIRES HAUTS DE FRANCE;RUE DU CHAUFFOUR, 59710 ENNEVELIN
003805;ENJOY THE GAME;RUE DU CLAIR, 62410 WINGLES
001284;COLLEGE LE TRION;RUE DU COLLEGE, 62830 SAMER
002011;MAIRIE AUCHEL SERVICE TECHNIQUE;RUE DU DOCTEUR LAENNEC, 62260 AUCHEL
201232;CENTRE HOSP. REG. UNIVERS. DE LILLE;RUE DU DOCTEUR SCHWEITZER, 59037 LILLE CEDEX
201123;CENTRE SOCIO CULTUREL INTERGENERATIONNEL;RUE DU DOYEN, 62120 AIRE SUR LA LYS
200545;FOYER LA MARELLE;RUE DU DR PIETTE, 62800 LIEVIN
002706;ATOUTIME - GAMM VERT BAPAUME 150;RUE DU FAUBOURG D'ARRAS, 62450 BAPAUME
003392;OPCO MOBILITES;RUE DU FOND SQUIN, 62500 ST MARTIN AU LAERT
003332;MAIRIE DU PORTEL;RUE DU FORT DE COUPPES, 62480 LE PORTEL
002591;CENTRE HOSPITALIER D'AIRE SUR LA LYS;RUE DU FORT GASSION, 62120 AIRE SUR LA LYS
001665;EPSM LILLE METROPOLE - GRAMFI;RUE DU GENERAL LECLERC, 59487 ARMENTIERES CEDEX
001666;EPSM LILLE METROPOLE - GRAMFI;RUE DU GENERAL LECLERC, 59487 ARMENTIERES CEDEX
001668;EPSM LILLE METROPOLE - GRAMFI;RUE DU GENERAL LECLERC, 59280 ARMENTIERES
002579;GCS - GHICL HOPITAL ST PHILIBERT;RUE DU GRAND BUT, 59462 LOMME CEDEX
004604;INTUITION DANSE HOUDAIN;RUE DU JEU DE PAUME, 62150 HOUDAIN
003799;OCINE SAINT OMER;RUE DU LION D'OR, 62500 ST OMER
004027;ASVT MONCHY CAYEUX;RUE DU MARAIS, 62134 MONCHY CAYEUX
002555;ATOUTIME - GAMM VERT QUESNOY/DEULE 172;RUE DU MARECHAL FOCH, 59890 QUESNOY SUR DEULE
098210;VANDENDRIESSCHE ETS SARL;RUE DU MEUNIER, 59193 ERQUINGHEM LYS
003585;UNIVERSITE DE LILLE;RUE DU MONT HOUY, 59300 FAMARS
002548;ATOUTIME - GAMM VERT BEAUVAIS 043;RUE DU MOULIN DE BRACHEUX, 60000 BEAUVAIS
001127;GROUPE AHNAC;RUE DU MOULINAGE, 62800 LIEVIN
003717;AIRE TENNIS CLUB;RUE DU NOUVEAU QUAI, 62120 AIRE SUR LA LYS
001658;CENTRE HOSPITALIER ARROND. MONTREUIL;RUE DU PAON, 62170 MONTREUIL
000734;PROMOCASH CAPPELLE LA GRANDE;Rue du Pappe Veld, 59180 CAPPELLE LA GRANDE
