Code client;Nom client;adresse livraison
080090;PEPSICO FRANCE;420 RUE D'ESTIENNE D'ORVES, 92705 COLOMBES
002660;CCAS - CAFE HEUREUX;425 AVENUE DES LA DUNE DES LOUPS, 62520 LE TOUQUET PARIS PLAGE
000601;ANOSTEKE L'ESTAMINET- ARIEN ERB;425 RUE ANDRE PLOCKYN, 59173 BLARINGHEM
002343;EPDSAE - MEF ROUBAIX TOURCOING;43 AVENUE GUSTAVE DELORY, 59100 ROUBAIX
002692;CARREFOUR MARKET QUESNOY SUR DEULE;43 RUE DE COMINES, 59890 QUESNOY SUR DEULE
004345;AGIR CONTRE LA CANCER;43 RUE DE L'ISLE, 80100 ABBEVILLE
001605;L'ADRESS;43 RUE DES POSTES, 59000 LILLE
853015;DUTHILLY BERNARD;43 RUE DU MARECHAL FOCH, 59211 SANTES
201004;COLLEGE GEORGES SAND;43 RUE JEAN MACE, 62400 BETHUNE
004477;LE CLUB;43 RUE SERAPHIN CORDIER, 62260 AUCHEL
001129;GROUPE AHNAC;43 RUE VICTOR HUGO, 62800 LIEVIN
080133;FGV BOISSET;430 ROUTE DE ST VINCENT, 69430 QUINCIE EN BEAUJOLAIS
001330;LA BONNE FRANQUETTE SAINT OMER;44 PLACE FOCH, 62500 ST OMER
004746;COLLEGE BERNARD CHOCHOY;44 ROUTE DEPARTEMENTALE 943, 62120 NORRENT FONTES
200894;RESIDENCE LES PROVINCES DU NORD;44 RUE DE LAZARO, 59700 MARCQ EN BAROEUL
004621;PROMOCASH CHERBOURG;44 RUE DES INDUSTRIES, 50110 TOURLAVILLE
030065;VINS AUJOUX SAS;44 RUE DES SARMENTS, 69820 FLEURIE
001664;BEDAGUE BOISSONS SAS RJ 04/2025;44 RUE LAMENDIN, 62660 BEUVRY
003888;CHATEAU DE MOULIN LE COMTE;44 RUE PRINCIPALE, 62120 AIRE SUR LA LYS
450707;JEUNESSE SPORTIVE DE LIERES;45 HAMEAU DE LIERETTE, 62190 LIERES
800037;CARPE HAZEBROUCKOISE;45 RUE CESAR PATTEIN, 59190 HAZEBROUCK
001402;NEELTIS;45 RUE DE L EGALITE, 59600 MAUBEUGE
000597;LES HAMMADITES - M KACI HASSAN;45 RUE DU CHEMIN DE FER, 59100 ROUBAIX
004610;LA FLUVIALE BETHUNOISE;45 RUE DU MONT SOREL, 62400 BETHUNE
001607;VILLE DE CALAIS-DIRECT DES RESS FINANC;450 RUE AUGUSTE RODIN, 62100 CALAIS
004588;O SAVEURS POLONAISES;450 RUE PIERRE BROSSOLLETTE, 59286 ROOST WARENDIN
002137;EPDSAE MEF DOUAISIS - SAMNA;452 AVENUE JEAN JAURES, 59790 RONCHIN
001793;EPDSAE - MEF DU VALENCIENNOIS;46 RUE CLAUDIN LEJEUNE, 59301 VALENCIENNES CEDEX
201214;EPDSAE - MEF DU VALENCIENNOIS;46 RUE CLAUDIN LEJEUNE, 59300 VALENCIENNES
004458;LA CAVE DE WILLEMS;46 RUE LOUIS CLERMONT, 59780 WILLEMS
700054;SOMON OLIVIER SARL;46 RUE PASTEUR, 62410 BENIFONTAINE
002505;ATOUTIME - GAMM VERT AVESNELLES 148;47 BIS ROUTE DE SAINS, 59440 AVESNELLES
003631;CAVE MARY;47 BOULEVARD LOUIS LESAGE, 62149 CAMBRIN
004605;MEGARAMA;47 GRANDE RUE, 59100 ROUBAIX
053280;BROWN-FORMAN;47 RUE DE MONCEAU, 75008 PARIS 8EME ARRONDISSEMENT
543750;GAET COFFEE BAR RAOUL;47 RUE DE ST MARTIN, 62500 ST OMER
201187;GAP - AME;47 RUE SUZANNE LANNOY, 59490 SOMAIN
058180;RAHOUT DIDIER BETHUNE;48 GRAND PLACE, 62400 BETHUNE
004015;LE RALLYE FLEURI;48 ROUTE NATIONALE, 62690 SAVY BERLETTE
004472;LE CARRE DES OTAGES;48 RUE DES OTAGES, 80000 AMIENS
004437;CREPERIE FLEUR DE SEL;48 RUE JULES GUESDE, 59700 MARCQ EN BAROEUL
003877;LA TABLE DES JARDINS;480 RUE DE LA GUENNERIE, 59280 BOIS GRENIER
004100;VITALREST - EHPAD GONNEHEM;480 RUE GODEFROY BAR, 62920 GONNEHEM
001055;AUCHAN HYPERMARCHE SAS;483 RUE BENJAMIN MOLOISE, 62400 BETHUNE
004703;ASSO FEDERATION COLOMBOPHILE FR;489 RUE SECHE, 62149 FESTUBERT
001715;EPDSAE - MEF FLANDRE INTERIEURE;49 BIS RUE DENIS PAPIN, 59280 ARMENTIERES
002021;EPDSAE - MEF ROUBAIX-TOURCOING;49 BOULEVARD DE FOURMIES, 59100 ROUBAIX
001242;BRASSERIE HET ANKER N.V;49 GUIDO GEZELLELAAN, B2800 MECHELEN
004566;LE COMPTOIR AU TOUQUET;49 RUE DE LONDRES, 62520 LE TOUQUET PARIS PLAGE
001238;JEAN LUC & PAUL AEGERTER;49 RUE HENRI CHALLAND, 21700 NUITS ST GEORGES
200811;EPDEF;49 RUE JB DEFERNEZ, 62800 LIEVIN
093203;QUERUEL BOISSONS SA;5 A RUE EMMA KAMMACHER, 1217 MEYRIN (SUISSE)
004461;LE VOYAGE EXTRAORDINAIRE DE PHILEAS;5 AVENUE DU DANEMARK, 80000 AMIENS
003987;L'IRISH PUB - LES 2 TO;5 AVENUE DU KAARST, 59110 LA MADELEINE
003965;L'ESCALE CAFE TABAC LOTO FDJ PMU;5 BOULEVARD DES FONTAINES, 76390 AUMALE
003642;LA FLIBUSTIERE;5 BOULEVARD MICHEL COUILLET, 80460 AULT
004332;LE CHATEAU DE BEAULIEU;5 BOULEVARD VICTOR HUGO, 62400 BETHUNE
004543;LA GOGUETTE;5 CHEMIN DE HALAGE, 59290 WASQUEHAL
099440;CHARREAU SARL;5 IMPASSE DE L'EGLISE, 89430 BAON
056400;THOMAS MICHEL CAFE TABAC;5 LA PLACE, 62129 THEROUANNE
902895;DC & MS;5 PLACE DE BELLACOURT, 62173 RIVIERE
059921;GODART GUY CAFE;5 PLACE DE LA MAIRIE, 62129 INGHEM
004178;EI-F16 ATOM 922;5 PLAINE DU GROS TISON, 80600 LUCHEUX
004179;TACTIPATCH;5 PLAINE DU GROS TISON, 80600 LUCHEUX
002556;ATOUTIME - GAMM VERT ATTIN 094;5 ROUTE NATIONALE, 62170 ATTIN
200971;E.LECLERC BERGUES;5 ROUTE NATIONALE, 59380 QUAEDYPRE
001604;LE MASCARET;5 RUE CARNOT, 80550 LE CROTOY
003484;E.I CAFE DE LA POSTE BEAUVAL;5 RUE CHARLES CAGNY, 80630 BEAUVAL
003535;MARIE LISE BEAUVAL;5 RUE CHARLES CAGNY, 80630 BEAUVAL
004742;LE VINTAGE WHISKY;5 RUE COURMEAUX, 51100 REIMS
004232;LE GIBUS;5 RUE DE FRETTEMEULE MAIGNEVILLE, 80220 FRETTEMEULE
004055;1 2 3 SOLEIL;5 RUE DE L'EUROPE, 62127 MAGNICOURT EN COMTE
004148;COMMUNE DE CHELERS;5 RUE DE L'EUROPE, 62127 MAGNICOURT EN COMTE
004162;FOYER RURAL JEAN MONET;5 RUE DE L'EUROPE, 62127 MAGNICOURT EN COMTE
004035;LES AUDACIEUX DE MAGNIFETE;5 RUE DE L'EUROPE, 62127 MAGNICOURT EN COMTE
004049;SYNDICAT D'INITIATIVES;5 RUE DE LA MAIRIE, 62130 LA THIEULOYE
004589;LE SULKY - JULIE LEBLOND;5 RUE DE LA PIERRE, 62120 RACQUINGHEM
000534;SIAVED;5 RUE DE LOURCHES, 59282 DOUCHY LES MINES
004026;ASSOCIATION CECILE;5 RUE DE ST POL, 62127 MONCHY BRETON
002661;CITE SOUTERRAINE DE NAOURS;5 RUE DES CARRIERES, 80260 NAOURS
450318;DEBOMY STEPHANE;5 RUE DES CHAMPS, 62145 ENGUINEGATTE
004678;CPLN BAQUET TRAITEUR;5 RUE DU 11 NOVEMBRE, 80000 AMIENS
063156;TRANSPORT GABY VASSEUR;5 RUE DU BRULE, 62380 WAVRANS SUR L AA
001697;EPDEF - MEA BLENDECQUES;5 RUE DU DOCTEUR SCHOULLER - BP 36, 62575 BLENDECQUES
851788;LE RALLYE - MR SENEZ;5 RUE DU GENERAL DE GAULLE, 62880 PONT A VENDIN
001360;GROUPE HOSPITALIER SECLIN CARVIN;5 RUE HONORE DE BALZAC, 59139 WATTIGNIES
002026;EPDSAE M.E.F. METROPOLE LILLE;5 RUE JOLIOT CURIE, 59113 SECLIN
003459;CANAILLE.S;5 RUE RAYMOND DERAIN, 59700 MARCQ EN BAROEUL
004376;FRITERIE CHEZ FLO;5 TER RUE EMILE BASLY, 62330 ISBERGUES
010350;C.C.A.S DE ROQUETOIRE;50 PLACE DE LA MAIRIE, 62120 ROQUETOIRE
098276;LE COMPTOIR DES LOISIRS;50 ROUTE DE RAUGERIE, 82700 MONTECH
004176;ASSOCIATION FASO BARA;50 RUE DE L'EUROPE, 59000 LILLE
001644;WAZEMMES L'ACCORDEON;50 RUE DE L'EUROPE, 59000 LILLE
004658;LA COMPAGNIE DU TIRE LAINE;50 RUE DE THUMESNIL, 59000 LILLE
098039;MEO FICHAUX CAFES;50 RUE GUSTAVE SCRIVE, 59562 LA MADELEINE CEDEX
002477;ATOUTIME - GAMM VERT MARCONNELLE 037;500 ROUTE NATIONALE, 62140 MARCONNELLE
004380;CARREFOUR CONTACT MAROEUIL;505 RUE DE NEUVILLE, 62161 MAROEUIL
004264;ASSO DE LA GARE L'ARBRET;51 ROUTE NATIONALE, 62158 L ARBRET
004185;CAFE DE LA GARE L'ARBRET;51 ROUTE NATIONALE, 62158 L ARBRET
004018;SIVU DES HAUTS DE SCARPE;51 RUE DE LA SOLETTE, 62690 SAVY BERLETTE
002068;CONS. GEN. NORD - DMG SERVICE ENTRETIEN;51 RUE GUSTAVE DELORY, 59047 LILLE CEDEX
201146;DEPARTEMENT DU NORD;51 RUE GUSTAVE DELORY, 59000 LILLE
001356;CENTRE HOSPIT DE CAMBRAI;516 AVENUE DE PARIS, 59400 CAMBRAI
200503;CENTRE HOSPIT DE CAMBRAI;516 AVENUE DE PARIS, 59587 CAMBRAI CEDEX
003796;SICAP SA GV ANGERVILLE;517 HAMEAU DAUBEUF, 76540 ANGERVILLE LA MARTEL
201100;COLLEGE MAXENCE VAN DER MEERSCH;52 AV DU COMMANDANT MAURICE SENESCHAL, 62520 LE TOUQUET PARIS PLAGE
004336;LE VILLAGE SUISSE RESTAURANT;52 AVENUE SAINT JEAN, 62520 LE TOUQUET PARIS PLAGE
004261;WILLART HOVINE;52 RUE D'AIRE, 59660 MERVILLE
004752;BRASSERIE ARTISANALE DU DOUAISIS;52 RUE DE L'EGALITE, 59553 CUINCY
004619;BEERS AND CO SECLIN - SAS BCS;52 RUE DE L'INDUSTRIE, 59113 SECLIN
003682;CABINET DE SIMENCOURT;52 RUE DELPECH, 80000 AMIENS
200848;COLLEGE JEAN JAURES;52 RUE DU PONT LOTTIN, 62105 CALAIS
004211;LES ECURIES DE DOUVRIN;52 RUE LEONCE CUVELLIER, 62138 DOUVRIN
003896;EPDEF ARRAS;525 RUE DES RESISTANTS, 62980 NOYELLES LES VERMELLES
002969;CHEZ MANU BAR;53 RUE ANDRE TEMPEZ, 80600 DOULLENS
098760;LA HALLE AUX BOISSONS;53 RUE DE BELFORT, 59400 CAMBRAI
800216;CRAVACHE D OR - MR MOUCHEL;53 RUE DU KROEMENHAUCK, 59180 CAPELLE LA GRANDE
004184;ETS ROUSSEL ET FILS - CAVES CEDIVINS;53 RUE LE PRINCE, 80000 AMIENS
002483;LE MEMORIAL - SNC VALPAS;537 RUE VICTOR HUGO, 62700 BRUAY LA BUISSIERE
003865;LA BOUCLE;54 BOULEVARD SAINTE BEUVE, 62200 BOULOGNE SUR MER
004317;LA BOUCLE - EMBARCADERE;54 BOULEVARD SAINTE BEUVE, 62200 BOULOGNE SUR MER
004169;LE GAMBETTA;54 QUAI LEON GAMBETTA, 62200 BOULOGNE SUR MER
063336;DELASSUS DANIEL;54 RUE DE LAMBRES, 62120 LINGHEM
004082;BRASSERIE THOUVENIN;54 RUE DU GENERAL DE GAULLE, 59242 CAPPELLE EN PEVELE
001618;LES CYCLISTES DU COEUR;54 RUE DU GENERAL DE GAULLE, 62157 ALLOUAGNE
002717;ATOUTIME - GAMM VERT CAMBRAI 027;54 RUE JEAN BART, 59400 CAMBRAI
004313;LA TAVERNE ELEKTRIK;54 RUE ST LEU, 80000 AMIENS
097809;CANDY SWEET;55 BOULEVARD MENDES FRANCE, 59150 WATTRELOS
004515;CAP DES TERRITOIRES HAUTS DE FRANCE;55 RUE DU VIEUX FOUR, 59700 MARCQ EN BAROEUL
003534;ATOUTIME - GAMM VERT SIN LE NOBLE;55 RUE EMILE ZOLA, 59450 SIN LE NOBLE
003994;LE SAINT VINCENT LESQUIN;55 RUE PASTEUR, 59810 LESQUIN
004069;PROTECTA SCREEN;55-57 RUE VICTOR BALTARD, 59200 TOURCOING
004428;CARREFOUR CITY LILLE;55-63 RUE ESQUERMOISE, 59000 LILLE
004442;CAFE BRASSERIE DE LA MAIRIE;56 RUE CARNOT, 62480 LE PORTEL
095130;RYAL DISTRIBUTION;56 RUE DE CONDE, 62750 LOOS EN GOHELLE
004575;LE CHAT QUI RIT;56 RUE DES SARRAZINS, 59000 LILLE
003640;LA CAVE DE TRACY;56 RUE NERVAISE, 60170 TRACY LE MONT
201111;LYCEE DES DEUX CAPS;56 RUE PASTEUR, 62250 MARQUISE
080259;BRASSERIE TANDEM;564 AVENUE CLÉMENT ADER, 59118 WAMBRECHIES
004269;LES ETANGS DU MUSCARDIN;569 RUE DES ETANGS, 62990 BEAURAINVILLE
002572;HOPPY CRAFT - SARL BEAULET;57 AVENUE DU MARECHAL JOFFRE, 62500 ST MARTIN LES TATINGHEM
001586;LA GAULOISE;57 CHAUSSEE DU BOIS, 80100 ABBEVILLE
002412;VERGAL - O JARDIN CODE COMPTABLE;57 CHEMI DU HALLAGE, 80000 AMIENS
001880;FILIERIS - DR NORD - SERVICE ACHATS;57 ROUTE DE LA BASSEE, 62300 LENS
200988;LYCEE GUY MOLLET;57 RUE BOCQUET FLOCHEL, 62000 ARRAS
004359;COMMUNAUTE AGGLOMERATION BETHUNE BRUAY;57 RUE D'OUVERT, 62138 VIOLAINES
002238;LE BOMMEL - SARL MELBO;57 RUE DE L'AMIRAL RONARC'H, 59140 DUNKERQUE
004085;LES CREUT'CHES ASS.PHIL.& CARNAVAL;57 RUE DE LA PAIX, 59210 COUDEKERQUE BRANCHE
000837;RESIDENCE FLORENCE NIGHTINGALE;57 RUE DU GENERAL DE GAULLE, 59730 SOLESMES
002218;EHPAD LES ORCHIDEES;57 RUE LEON BLUM, 62330 ISBERGUES
450243;DELATTRE DANY;57 RUE PRINCIPALE, 62120 ST HILAIRE COTTES
080200;LAVAZZA FRANCE SAS;58 AVENUE EMILE ZOLA, 92100 BOULOGNE BILLANCOURT
050320;CHARLET J.PIERRE CAFE;58 GRANDE RUE, 62120 MAMETZ
003966;RJ EVENTS TRAITEUR;58 HAMEAU DE CANTRAINE, 62190 LILLERS
004296;EPDSAE - MEF DU DOUAISIS;58 RUE DES FRERES LEMAIRE, 59580 ANICHE
004056;SIVU DES 4 CLOCHERS;580 RUE PRINCIPALE, 62127 AMBRINES
200553;CAFETERIA HOPITAL CHARLON;585 AVENUE DES DEPORTES, 62251 HENIN BEAUMONT
200584;CENT HOSP HENIN BEAUMONT;585 AVENUE DES DEPORTES, 62251 HENIN BEAUMONT CEDEX
004415;EPDSAE M.E.F. METROPOLE LILLE;59 BOULEVARD DE METZ, 59000 LILLE
004747;BRESLE BOISSONS;59 ROUTE DE NEUFCHATEL, 76340 BLANGY SUR BRESLE
200885;RESIDENCE DE LA HAUTE PORTE;59 RUE GUIZELIN, 62340 GUINES
001787;EPDSAE - MEF DU DOUAISIS;59 RUE ROGER SALENGRO, 59450 SIN LE NOBLE
096112;DELUX BOISSONS-JMP DELUX SARL;5D RUE DE L'INDUSTRIE, L1811 HOLLERICH-LUXEMBOURG
001037;LE BOUDIN BAR - MR ERIC RUELLAN;6 - 8 PLACE MAURICE SCHUMANN, 59000 LILLE
003409;AU P'TIT TERNOIS;6 BIS RUE D'HESTRUS, 62130 HERNICOURT
003715;CCI AMIENS-PICARDIE HDF;6 BOULEVARD DE BELFORT, 80039 AMIENS CEDEX
004285;SEPUR SAS;6 CLYTE STRAETE, 59270 STRAZEELE
004007;SMICTOM DES FLANDRES;6 CLYTE STRAETE, 59270 STRAZEELE
001048;SIVOM COMMUNAUTE DU BRUAYSIS;6 F RUE ANATOLE FRANCE, 62470 CAMBLAIN CHATELAIN
003303;DEPARTEMENT DU NORD;6 HAMEAU DE VAUCELLES, 59258 LES RUES DES VIGNES
007634;EPDEF - MF AUDOMAROIS;6 IMPASSE GUY MOLLET, 62219 LONGUENESSE
200879;MAISON D'ENFANTS LE REGAIN;6 PLACE DE L'EGLISE, 62380 DOHEM
002752;ATOUTIME GAMM VERT LONGUEIL STE MARIE;6 PLACE DE LA GARE, 60126 LONGUEIL STE MARIE
003883;VILLE DE BETHUNE - MAIRIE;6 PLACE DU 4 SEPTEMBRE, 62400 BETHUNE
001848;FAMILLE OURS;6 PLACE SAINT PIERRE, 62120 AIRE SUR LA LYS
004299;ONCLE SAM - CODE COMPTABLE;6 RUE ANDRE DUROUCHEZ, 80000 AMIENS
201211;C.H. VALENCIENNES;6 RUE DAVAINE, 59300 VALENCIENNES
003899;LA FROMAGERIE DU CROTOY;6 RUE DE LA PORTE DU PONT, 80550 LE CROTOY
004507;CAP DES TERRITOIRES HAUTS DE FRANCE;6 RUE DU DISPENSAIRE, 59190 HAZEBROUCK
002310;EHPAD HONDSCHOOTE;6 RUE DU MARECHAL FOCH, 59122 HONDSCHOOTE
451691;VINCENT DAVID;6 RUE DU MOULIN, 62960 LIGNY LES AIRE
004632;BO JARDIN - LE BACCHUS;6 RUE DU PROFESSEUR PERRIN, 59170 CROIX
098800;MAISON DU PERE TRANQUILLE;6 RUE DU STADE, 27350 ROUTOT
030061;HORCHER ERNEST ET FILS;6 RUE DU VIGNOBLE, 68630 MITTELWIHR
003808;LE FOURGON;6 RUE FULGENCIO GIMENEZ, 69120 VAULX EN VELIN
004650;CONSEIL DEPARTEMENTAL DU PAS DE CALAIS;6 RUE GUSTAVE EIFFEL, 62000 ARRAS
003529;LE SUDISTE;6 RUE HENRI BARUSSE, 59155 FACHES THUMESNIL
200648;COMMUNAUTE AGGLOMERATION LENS LIEVIN B01;6 RUE LAVOISIER, 62300 LENS
003954;CAVES PASTEUR INVEST EURL;6 RUE LOUIS PASTEUR, 59400 CAMBRAI
056747;BLANPAIN LAURENT CAFE;6 RUE ROBERT SCHUMANN, 62330 ISBERGUES
004312;CHEZ JAMMY;6 RUE SUZANNE LANOY, 59187 DECHY
056900;LA BRASSERIE AUDOMAROISE;6/8 RUE LOUIS MARTEL, 62500 ST OMER
003952;GSF STELLA;60 AVENUE ROGER DUMOULIN, 80000 AMIENS
000201;BRASSERIE LICORNE KARLSBRAU;60 RUE DE DETTWILLER, 67700 SAVERNE
066401;LOMBART HENRI;60 RUE DU BOIS, 62190 AUCHY AU BOIS
003405;ROAD FOOD;60B ROUTE NATIONALE, 62121 ERVILLERS
200987;LYCEE PROF. JACQUES LE CARON;61 AVENUE DE L'HIPPODROME, 62000 ARRAS
001483;CENTRE HOSPITALIER DE SOMAIN;61 BIS RUE JOSEPH BOULIEZ, 59490 SOMAIN
003452;CENTRE HOSPITALIER DE SOMAIN;61 BIS RUE JOSEPH BOULIEZ, 59490 SOMAIN
004690;LA CERISE SUR L'APERO;61 RUE DE METZ, 59000 LILLE
098900;BLAISE BOISSONS CONSEILS DISTRIBUTION;61 RUE EMILE ZOLA, 02500 HIRSON
450997;TERNOVEO;62 ROUTE DE LE NIEPPE, 59173 RENESCURE
003690;SIVOM COMMUNAUTE BETHUNOIS;62 RUE GEORGES GUYNEMER, 62400 BETHUNE
201050;LYCEE POLYVALENT HOTELIER M. YOURCENAR;62 RUE ST EXUPERY, 62660 BEUVRY
004719;SAS CALYPSO LES MURETS.SHOP;62 RUE ST LEU, 80000 AMIENS
003539;CHEZ DEBO;63 GRAND RUE, 62200 BOULOGNE SUR MER
001439;EHPAD LES HAUTS D'AMANDI;63 ROUTE D'ARRAS, 59155 FACHES THUMESNIL
001573;LBA - LES BRASSERIES D'ALEXANDRE;63/73 RUE JEAN PIERRE TIMBAUD, 95190 GOUSSAINVILLE
004518;CAP DES TERRITOIRES HAUTS DE FRANCE;64 RUE DE BOUVINES, 59000 LILLE
004409;LA CREPERIE DE LILLE;64 RUE DE GAND, 59000 LILLE
001989;ETS STERIN - JARDINERIE STERIN;64 RUE DE LA HAYE, 62190 LILLERS
003920;SAS DOMINION GLOBAL FRANCE;64 RUE DE LEVAL, 59620 AULNOYE AYMERIES
002158;HOTEL ERLYN - LE CLOS DES CEDRES;64 RUE DU VIEUX MOULIN, 62176 CAMIERS
002283;DEPARTEMENT DU NORD;64 RUE LEO LAGRANGE, 59440 AVESNELLE
004567;MONTANER PIETRINI BOISSONS TOULON;641 AVENUE JOLIOT CURIE, 83087 TOULON CEDEX 09
003338;CAFE DU LARGE;643 BOULEVARD DE LA REPUBLIQUE, 59140 DUNKERQUE
130002;DUVEL MOORTGAT FRANCE SA;645 ROUTE NATIONALE 6, 69760 LIMONEST
004204;CAP DES TERRITOIRES HAUTS DE FRANCE;65 RUE DU GENERAL LECLERC, 59350 ST ANDRE LEZ LILLE
200886;RESIDENCE ARNOUL;65 RUE MONTLUC, 62610 ARDRES
003866;LA FERME GALAME LJ 09/25;655 RUE GASTON DEREUDRE, 59279 LOON PLAGE
004464;MIROITERIE PUB - CODE COMPTABLE;66 BIS RUE DE LENS, 59500 DOUAI
003687;SIVOM COMMUNAUTE BETHUNOIS;660 RUE DE LILLE, 62400 BETHUNE
004715;SIVOM COMMUNAUTE BETHUNOIS;660 RUE DE LILLE, 62400 BETHUNE
004620;LE LAMBI;67 AVENUE VASSEUR, 80120 QUEND PLAGE
004623;ASSOCIATION DES PECHEURS;678 RUE HUBERT GALLEZ, 59111 BOUCHAIN
004046;VITALREST EHPAD LE JARDIN DES AUGUSTINS;68 QUAI DU PETIT BAIL, 59500 DOUAI
080030;KRONENBOURG SA;68 ROUTE D'OBERHAUSBERGEN, 67037 STRASBOURG CEDEX
004578;SCW COMPANY;68 RUE CHARLES GUGGIARI, 51100 REIMS
059751;CAFE LE ROQUE COMPTOIR;68 RUE DE L' EGLISE, 62120 ROQUETOIRE
201035;LYCEE POLYVALENT M. YOURCENAR;68 RUE ST EXUPERY, 62660 BEUVRY
004222;BOVEC;69 CHEMIN DES MOLIERES, 69210 LENTILLY
004599;CAP DES TERRITOIRES HAUTS DE FRANCE;69 ROUTE DE LILLE, 59480 LA BASSEE
004382;PROMOCASH SARL GALIO (ALENCON);69 RUE LAZARE CARNOT, 61250 DAMIGNY
002683;ATOUTIME - GAMM VERT CUCQ;695 AVENUE FRANCOIS GODIN, 62780 CUCQ
200534;FOYER LOGEMENT A. CROIZAT;7 ALLEE DES PLATANES, 62440 HARNES
450288;PENEZ PHILIPPE;7 BIS RUE DE LILLERS, 62190 AMES
004557;BEERS AND CO HENIN BEAUMONT - SAS ABIL;7 BOULEVARD HERNE, 62110 HENIN BEAUMONT
004694;L'ESTAFETTE D'OLIV;7 DOMAINE DES BRUYERES, 62131 VAUDRICOURT
003519;GARDEN FOOD ROUBAIX;7 PARVIS SAINT JEAN BAPTISTE, 59100 ROUBAIX
004676;ASSO VIGNOBLES GUILLON M;7 PLACE ALCIDE MOCHE, 59119 WAZIERS
002309;DEPARTEMENT DU NORD;7 ROUTE DE SEPMERIES, 59530 LE QUESNOY
002258;LES CAVES DU PONTHIEU PHILIPPE GARBET;7 RUE DE CANTEREINE, 80132 MIANNAY
003819;LE FOURGON;7 RUE DE LA FUYE, 49610 LES GARENNES SUR LOIRE
004349;COMMUNAUTE AGGLOMERATION BETHUNE BRUAY;7 RUE DE LA HAYE, 62190 LILLERS
004740;EPICERIE DU BOULINGRIN;7 RUE DE MARS, 51100 REIMS
002273;FRANCAS ECOLE BILLAU BERGUETTE;7 RUE DES ECOLES, 62330 BERGUETTE
003735;EPDEF ARRAS;7 RUE DU FORT DE COUPPE, 62480 LE PORTEL
001084;BASE DE LOISIRS - MR BERROYEZ;7 RUE DU PAS DE D ATUHIE, 62180 WABEN
099030;MAISON DE L'EXPRESSO CAFES BOULET;7 RUE JULES VERNE, 62575 BLENDECQUES
850217;O'PILOU BAR TABAC PMU;70 AVENUE VASSEUR, 80120 QUEND
004354;COMMUNAUTE AGGLOMERATION BETHUNE BRUAY;70 BOULEVARD DE LA REPUBLIQUE, 62232 ANNEZIN
054239;GUILBERT FRANCOIS LE REINITAS - EPICERIE;70 ROUTE DEPARTEMENTALE, 62500 TILQUES
000902;LE REINITAS - M GUILBERT - BAR;70 ROUTE DEPARTEMENTALE 943, 62500 TILQUES
001235;LE FLANDRE - MR HU;70 RUE DE LOOS, 59000 LILLE
004571;ASSOCIATION FLONFLONS;70 RUE DES SARRAZINS, 59000 LILLE
004572;ASSOCIATION FLONFLONS;70 RUE DES SARRAZINS, 59000 LILLE
002765;ATOUTIME - GAMM VERT SOMAIN 175;70 RUE EDMOND SIMON, 59490 SOMAIN
001280;COLLEGE JEAN ROSTAND;70 RUE PASTEUR, 62250 MARQUISE
003750;CAP DES TERRITOIRES HAUTS DE FRANCE;70 RUE SAINT SAUVEUR, 59000 LILLE
003644;LE GRAIN DE SABLE;707 BOULEVARD GEORGES POMPIDOU, 59123 BRAY DUNES
451770;DEFEBVIN NICOLAS;71 BIS RUE PRINCIPALE, 62120 ST HILAIRE COTTES
002175;CLINIQUE SAINT OMER;71 RUE AMBROISE PARE, 62501 ST OMER CEDEX
004149;LE BAR DU PALAIS;71 RUE DU MARECHAL FOCH, 80100 ABBEVILLE
003302;LES FRITES D'OLIVIER;71 RUE GEORGES POTTE, 59120 LOOS
003892;CAP DES TERRITOIRES HAUTS DE FRANCE;72 AVENUE DE LA REPUBLIQUE, 59160 LOMME
001415;DOMAINE DU PONT PRIEUR - BAROIS CORINNE;72 ROUTE NATIONALE, 62150 REBREUVE RANCHICOURT
001337;RESIDENCE LES FLEURS DE LA LYS;72 RUE DE QUESNOY, 59560 COMINES
002022;EPDSAE - MEF ROUBAIX TOURCOING;72 RUE DU GRAND CHEMIN, 59100 ROUBAIX
200581;EHPAD SAINT CAMILLE LESQUIN;72 RUE JEAN JAURES, 59810 LESQUIN
004147;MOTOBLOUZ - D3T DISTRIBUTION;72RUE ELIE CARTAN, 62220 CARVIN
002221;BB'S ALTERS GREGORY;73 AVENUE VASSEUR, 80120 QUEND PLAGE
200863;COLLEGE MAURICE PIQUET;73 RUE DOCTEUR BAILLIET-POSTE 14, 62330 ISBERGUES
002686;ATOUTIME - PRISE DIRECT CUCQ;739 AVENUE FRANCOIS GODIN, 62780 CUCQ
004433;SAS BOUCHERIE MACKE;739 AVENUE FRANCOIS GODIN, 62780 STELLA
002971;LE DOULENNAIS SAS BAR-HOTEL;74 RUE DU BOURG, 80600 DOULLENS
003969;FLORENT - SAS NDF SAUVEGARDE 26/06/24;74 RUE LEONA OCCRE, 62690 AUBIGNY EN ARTOIS
201169;SUPER U WORMHOUT;747 ROUTE DE BERGUES, 59470 WORMHOUT
003403;FLANDRE BOISSONS;75 ROUTE DE BERGUES, 59143 NIEURLET
004702;PRODUCTIONS DU JARDIN;75 ROUTE DE TOURNAI, 59500 DOUAI
059662;CAMPING LE VAL DU TERNOIS;75 RUE DU GENERAL DE GAULLE, 62270 FREVENT
004383;GPE DE FREVENT;75 RUE DU GENERAL DE GAULLE, 62270 FREVENT
